project_category,project_budget_usd,project_deadline_days,fl_experience_level,fl_hourly_rate,fl_n_projects,fl_completion_rate,fl_on_time_rate,fl_avg_rating,fl_dispute_rate,fl_repeat_client_rate,fl_available_in_days,fl_hours_per_week,fl_avg_response_hours,fl_portfolio_score,budget_match_score,deadline_feasible,category_match,exp_level_num,success,project_category_enc
writing,1000,7,mid,45.99,57,0.826,0.7,4.45,0.145,0.693,3,10,2.4,2.7,0.16,1,1,2,1,4
dev,1000,90,junior,21.88,30,0.733,0.801,3.56,0.171,0.603,7,30,1.6,2.9,0.875,1,0,1,1,2
writing,1000,14,expert,111.44,200,0.927,0.955,4.52,0.038,0.879,3,10,10.9,9.4,-1.0,1,1,4,1,4
data,2000,90,mid,42.41,12,0.773,0.891,3.52,0.096,0.742,1,20,5.7,4.3,0.848,1,0,2,1,0
writing,2000,60,junior,17.11,31,0.643,0.651,2.78,0.201,0.436,3,40,1.3,2.2,0.342,1,1,1,1,4
dev,10000,90,junior,13.2,17,0.799,0.789,3.9,0.229,0.488,7,20,0.5,2.8,0.053,1,0,1,1,2
data,10000,60,junior,14.81,40,0.699,0.609,3.17,0.188,0.574,1,10,6.2,0.6,0.059,1,1,1,1,0
dev,1000,30,mid,24.87,38,0.621,0.756,4.01,0.05,0.618,7,40,2.7,3.0,0.995,1,1,2,1,2
writing,500,7,mid,24.92,186,0.945,0.646,4.05,0.132,0.642,14,40,3.3,2.3,0.006,0,1,2,1,4
marketing,2000,14,junior,29.64,1,0.74,0.814,3.11,0.207,0.582,7,40,7.0,3.7,0.593,0,1,1,1,3
writing,500,30,senior,92.89,109,0.862,0.711,4.67,0.072,0.667,0,20,1.4,6.9,-1.0,1,1,3,1,4
writing,1000,30,senior,70.14,29,1.0,0.791,4.18,0.095,0.772,7,20,1.8,7.1,-0.806,1,0,3,1,4
marketing,2000,14,junior,21.88,30,0.733,0.801,3.56,0.171,0.603,7,30,1.6,2.9,0.438,0,1,1,1,3
dev,1000,30,mid,24.87,38,0.621,0.756,4.01,0.05,0.618,7,40,2.7,3.0,0.995,1,1,2,1,2
writing,500,7,mid,39.41,24,0.813,0.711,4.03,0.209,0.677,1,10,6.4,3.5,-1.0,1,1,2,1,4
writing,500,7,junior,15.83,44,0.644,0.721,3.21,0.16,0.207,3,20,2.7,0.2,0.734,1,0,1,1,4
dev,10000,90,mid,22.07,137,0.73,0.889,4.26,0.165,0.607,0,40,25.8,5.6,0.088,1,1,2,1,2
design,1000,14,expert,103.04,54,1.0,0.799,4.44,0.01,0.871,1,20,2.6,8.7,-1.0,1,0,4,1,1
dev,2000,60,junior,16.97,26,0.717,0.464,2.89,0.171,0.658,7,40,22.3,2.9,0.339,1,1,1,0,2
design,1000,60,expert,111.96,76,0.891,0.964,4.51,0.0,0.917,3,10,0.7,7.8,-1.0,1,1,4,0,1
data,500,14,mid,35.75,11,0.917,0.817,3.74,0.221,0.895,30,20,3.9,4.6,-0.86,0,0,2,1,0
marketing,1000,30,expert,107.25,200,0.954,0.853,4.46,0.086,0.828,3,30,0.9,8.9,-1.0,1,0,4,1,3
design,1000,14,mid,36.03,21,0.76,0.762,3.99,0.188,0.494,1,40,2.2,4.1,0.559,1,0,2,1,1
marketing,1000,14,senior,86.85,34,0.906,0.828,5.0,0.059,0.669,0,30,0.1,7.7,-1.0,1,1,3,1,3
design,1000,90,senior,42.04,67,0.902,0.858,4.27,0.082,0.773,0,40,0.8,7.3,0.318,1,0,3,1,1
dev,1000,60,senior,67.06,6,0.79,1.0,5.0,0.118,0.787,3,10,1.1,5.8,-0.682,1,0,3,1,2
dev,5000,60,senior,77.72,103,0.776,0.852,4.6,0.099,0.853,0,20,6.2,6.6,0.622,1,1,3,0,2
marketing,5000,30,senior,68.52,22,0.993,0.874,4.14,0.15,0.889,0,40,0.4,4.8,0.548,1,1,3,1,3
writing,1000,30,expert,116.92,3,0.85,0.709,4.91,0.01,0.928,7,30,6.4,8.4,-1.0,1,1,4,1,4
design,10000,30,mid,34.43,4,0.787,0.623,4.28,0.22,0.678,0,30,11.0,4.5,0.138,1,1,2,1,1
writing,1000,60,junior,20.38,2,0.705,0.414,3.35,0.21,0.473,0,20,5.8,2.1,0.815,1,1,1,0,4
marketing,1000,30,junior,9.19,1,0.793,0.532,2.63,0.19,0.568,3,30,3.4,2.6,0.368,1,1,1,1,3
dev,2000,14,mid,47.35,6,0.893,0.807,3.84,0.159,0.62,14,30,6.6,4.1,0.947,0,0,2,1,2
data,500,7,mid,20.65,1,0.681,0.846,4.17,0.141,0.633,3,10,0.6,4.6,0.348,1,1,2,0,0
dev,20000,60,senior,67.22,26,0.905,0.825,4.5,0.105,0.628,1,30,0.7,5.7,0.134,1,1,3,1,2
marketing,1000,60,junior,17.87,1,0.602,0.676,3.69,0.223,0.478,1,20,15.9,4.4,0.715,1,1,1,1,3
design,5000,30,mid,45.99,57,0.826,0.7,4.45,0.145,0.693,3,10,2.4,2.7,0.368,1,0,2,1,1
writing,5000,7,senior,79.55,17,0.851,1.0,4.68,0.111,0.94,0,10,2.3,5.2,0.636,1,0,3,1,4
design,1000,60,senior,77.72,103,0.776,0.852,4.6,0.099,0.853,0,20,6.2,6.6,-1.0,1,0,3,1,1
design,1000,30,mid,54.5,40,0.815,0.583,4.44,0.182,0.609,3,40,13.7,5.0,-0.18,1,1,2,1,1
design,5000,14,senior,70.21,15,0.951,0.901,4.42,0.137,0.712,1,20,5.9,5.6,0.562,1,1,3,0,1
dev,1000,14,expert,82.97,1,1.0,0.732,5.0,0.084,0.733,14,10,1.6,9.0,-1.0,0,1,4,1,2
design,10000,30,junior,8.0,21,0.768,0.577,3.63,0.144,0.694,1,10,3.4,3.4,0.032,1,1,1,0,1
design,2000,7,junior,17.35,7,0.64,0.534,3.16,0.172,0.662,7,20,4.0,1.4,0.347,0,0,1,0,1
design,5000,30,expert,109.73,60,0.786,0.762,4.52,0.125,0.826,0,30,7.1,8.3,0.878,1,1,4,1,1
writing,2000,14,mid,45.24,5,0.801,0.816,3.86,0.153,0.816,7,30,1.0,3.8,0.905,0,1,2,1,4
data,1000,60,expert,152.21,186,0.873,0.853,5.0,0.106,0.931,7,20,1.1,6.5,-1.0,1,1,4,1,0
marketing,5000,60,senior,79.1,41,0.954,0.84,4.19,0.104,0.726,7,30,34.9,7.6,0.633,1,1,3,1,3
writing,2000,60,mid,47.35,6,0.893,0.807,3.84,0.159,0.62,14,30,6.6,4.1,0.947,1,1,2,1,4
dev,20000,90,mid,26.22,27,0.759,0.875,4.65,0.166,0.74,14,30,20.6,4.0,0.052,1,0,2,1,2
writing,10000,90,senior,80.36,105,0.767,0.812,5.0,0.105,0.783,3,30,7.8,7.1,0.321,1,1,3,1,4
design,20000,14,mid,27.76,25,0.734,0.612,3.91,0.114,0.773,14,20,4.1,3.9,0.056,0,1,2,1,1
writing,5000,7,mid,36.77,27,0.613,0.902,3.79,0.159,0.675,0,10,7.7,3.6,0.294,1,1,2,1,4
data,2000,30,junior,18.03,7,0.721,0.679,3.28,0.232,0.693,7,20,7.9,3.3,0.361,1,1,1,0,0
design,500,60,mid,31.69,140,0.761,0.662,4.29,0.18,0.817,7,40,7.1,3.5,-0.535,1,1,2,1,1
writing,10000,30,junior,20.47,0,0.0,0.0,0.0,0.0,0.0,1,30,6.8,0.0,0.082,1,1,1,0,4
marketing,5000,60,mid,22.01,53,0.807,0.717,3.86,0.204,0.72,0,10,9.7,3.4,0.176,1,0,2,1,3
dev,1000,30,senior,35.36,63,0.834,0.876,4.65,0.145,0.625,1,20,2.5,4.9,0.586,1,1,3,1,2
dev,500,60,senior,52.32,41,0.922,0.723,4.28,0.082,0.761,0,10,19.8,6.5,-1.0,1,1,3,1,2
writing,500,60,mid,38.07,17,0.84,0.587,4.26,0.195,0.569,0,20,7.5,1.5,-1.0,1,1,2,1,4
writing,500,30,junior,13.85,1,0.67,0.557,4.12,0.193,0.624,0,30,3.7,3.3,0.892,1,1,1,0,4
design,5000,14,mid,35.75,11,0.917,0.817,3.74,0.221,0.895,30,20,3.9,4.6,0.286,0,1,2,0,1
data,1000,30,senior,49.89,2,0.896,0.681,4.75,0.105,0.754,1,20,1.6,4.5,0.004,1,1,3,1,0
dev,10000,14,mid,25.41,7,0.779,0.754,3.56,0.157,0.645,0,20,13.3,3.6,0.102,1,1,2,0,2
writing,2000,30,senior,55.45,157,0.98,0.938,4.27,0.107,0.809,14,40,3.6,5.9,0.891,1,1,3,1,4
data,5000,90,mid,32.13,15,0.864,0.886,3.79,0.143,0.65,30,10,5.0,3.6,0.257,1,1,2,0,0
design,500,7,senior,75.68,106,0.805,0.997,4.08,0.129,0.738,14,40,0.4,5.2,-1.0,0,1,3,1,1
dev,500,14,junior,19.21,2,0.654,0.464,3.27,0.178,0.433,14,20,31.3,2.0,0.463,0,1,1,0,2
writing,500,30,expert,58.7,20,0.875,0.658,3.56,0.026,0.846,3,10,14.1,8.3,-1.0,1,1,4,1,4
dev,500,14,expert,127.78,6,1.0,0.975,4.5,0.037,0.801,1,20,15.6,8.0,-1.0,1,1,4,0,2
marketing,20000,60,senior,62.39,85,0.881,0.685,3.96,0.086,0.698,14,40,2.8,7.7,0.125,1,1,3,0,3
data,2000,90,junior,14.75,1,0.6,0.55,3.42,0.188,0.427,0,30,2.9,0.9,0.295,1,1,1,1,0
marketing,1000,30,senior,62.39,85,0.881,0.685,3.96,0.086,0.698,14,40,2.8,7.7,-0.496,1,1,3,1,3
design,10000,60,senior,58.69,39,0.884,0.769,3.94,0.102,0.702,14,10,10.4,4.6,0.235,1,1,3,1,1
dev,20000,14,mid,23.37,18,0.762,0.717,3.94,0.141,0.743,1,20,4.4,3.6,0.047,1,1,2,0,2
writing,2000,30,senior,45.73,5,0.93,0.836,4.44,0.085,0.737,7,20,1.7,5.2,0.915,1,0,3,1,4
marketing,5000,30,senior,65.16,21,0.749,0.842,4.53,0.104,0.747,3,10,0.0,5.0,0.521,1,0,3,1,3
design,2000,14,expert,101.64,200,0.948,0.949,4.14,0.101,0.85,3,20,7.9,9.6,-0.033,1,0,4,1,1
marketing,2000,14,mid,31.33,16,0.879,0.741,3.68,0.099,0.765,3,30,1.7,3.3,0.627,1,1,2,0,3
writing,5000,14,expert,79.27,22,0.823,0.965,5.0,0.051,0.678,3,30,0.1,8.5,0.634,1,0,4,1,4
writing,500,60,junior,14.75,1,0.6,0.55,3.42,0.188,0.427,0,30,2.9,0.9,0.82,1,0,1,0,4
data,5000,60,junior,22.31,9,0.628,0.694,3.45,0.201,0.569,0,20,9.8,1.4,0.178,1,0,1,1,0
data,2000,7,expert,85.84,169,1.0,1.0,4.16,0.065,0.783,1,30,1.6,7.9,0.283,1,0,4,1,0
writing,2000,30,expert,99.78,57,0.979,1.0,4.53,0.047,0.763,0,30,29.3,9.2,0.004,1,1,4,1,4
design,500,30,expert,116.27,84,0.954,0.954,4.95,0.041,0.883,0,40,0.9,6.3,-1.0,1,1,4,0,1
marketing,5000,14,mid,16.92,3,0.844,0.666,3.67,0.206,0.595,0,10,4.4,4.4,0.135,1,1,2,1,3
design,500,30,senior,100.3,93,0.912,0.768,4.08,0.038,0.795,14,20,9.6,7.4,-1.0,1,1,3,1,1
marketing,2000,90,junior,19.17,9,0.659,0.557,3.74,0.161,0.705,1,20,4.1,1.0,0.383,1,0,1,0,3
data,5000,14,mid,44.59,9,0.864,0.831,4.0,0.136,0.763,0,20,11.2,5.2,0.357,1,1,2,1,0
data,2000,60,mid,35.0,19,0.766,0.629,3.17,0.198,0.574,0,20,7.8,1.3,0.7,1,1,2,1,0
data,2000,14,mid,24.0,57,0.812,0.639,3.82,0.152,0.695,0,40,0.5,4.1,0.48,1,1,2,1,0
writing,5000,90,junior,22.31,9,0.628,0.694,3.45,0.201,0.569,0,20,9.8,1.4,0.178,1,1,1,1,4
design,1000,14,senior,75.06,12,0.918,0.895,3.88,0.092,0.841,3,30,3.6,6.6,-1.0,1,1,3,1,1
data,2000,90,senior,37.65,83,0.877,0.753,3.82,0.06,0.714,1,20,8.2,5.4,0.753,1,0,3,1,0
marketing,500,30,senior,43.23,120,0.893,0.793,4.3,0.068,0.559,3,40,0.9,7.1,-1.0,1,1,3,1,3
marketing,1000,30,junior,11.75,3,0.639,0.499,2.73,0.215,0.61,1,10,5.9,3.3,0.47,1,1,1,1,3
writing,2000,30,junior,20.32,92,0.57,0.652,3.6,0.205,0.665,0,30,2.5,0.8,0.406,1,0,1,0,4
marketing,10000,14,junior,19.45,3,0.627,0.555,3.46,0.147,0.714,0,10,4.1,1.0,0.078,1,1,1,0,3
data,10000,14,expert,121.18,138,1.0,0.905,4.68,0.062,0.85,3,10,4.5,8.2,0.485,1,1,4,1,0
design,1000,30,junior,10.02,11,0.675,0.712,2.92,0.218,0.541,3,10,0.8,2.5,0.401,1,1,1,1,1
dev,10000,90,senior,64.01,55,1.0,0.945,4.24,0.088,0.733,30,20,2.2,8.0,0.256,1,1,3,1,2
dev,10000,30,mid,39.94,54,0.751,0.653,2.9,0.171,0.665,1,40,14.5,5.1,0.16,1,1,2,0,2
marketing,500,14,mid,37.13,8,0.655,0.607,3.91,0.185,0.758,0,20,0.4,2.5,-0.97,1,1,2,1,3
design,500,90,junior,17.87,1,0.602,0.676,3.69,0.223,0.478,1,20,15.9,4.4,0.57,1,0,1,1,1
writing,1000,30,senior,35.11,25,0.902,0.931,4.53,0.11,0.939,1,20,12.7,7.3,0.596,1,0,3,1,4
data,5000,14,junior,24.73,17,0.746,0.448,3.03,0.211,0.707,3,20,1.9,1.9,0.198,1,1,1,0,0
marketing,5000,14,junior,17.11,31,0.643,0.651,2.78,0.201,0.436,3,40,1.3,2.2,0.137,1,0,1,1,3
design,2000,30,junior,10.5,59,0.587,0.614,3.48,0.222,0.65,3,30,4.3,2.4,0.21,1,1,1,0,1
data,1000,30,mid,38.57,5,0.66,0.789,3.8,0.195,0.625,0,20,9.9,3.4,0.457,1,1,2,1,0
dev,1000,7,mid,49.38,13,0.708,0.811,3.95,0.111,0.768,0,30,2.0,2.6,0.025,1,0,2,0,2
writing,1000,60,mid,45.99,57,0.826,0.7,4.45,0.145,0.693,3,10,2.4,2.7,0.16,1,1,2,1,4
data,5000,60,expert,61.5,53,0.959,0.818,4.81,0.027,0.78,1,40,2.5,8.6,0.492,1,1,4,1,0
data,1000,60,mid,18.68,34,0.768,0.695,3.3,0.15,0.875,0,30,10.6,3.9,0.747,1,1,2,1,0
writing,1000,90,senior,80.36,105,0.767,0.812,5.0,0.105,0.783,3,30,7.8,7.1,-1.0,1,1,3,1,4
writing,500,60,junior,18.43,12,0.734,0.566,2.95,0.195,0.662,3,20,2.9,2.1,0.526,1,0,1,0,4
data,1000,7,senior,31.26,58,0.882,0.862,4.72,0.078,0.785,3,20,2.7,6.1,0.75,1,1,3,1,0
data,5000,30,mid,29.87,16,0.88,0.648,4.15,0.113,0.857,3,30,12.7,5.8,0.239,1,0,2,0,0
data,10000,90,mid,44.67,42,0.72,0.655,3.88,0.148,0.664,14,30,1.9,5.6,0.179,1,1,2,1,0
writing,1000,90,senior,43.23,120,0.893,0.793,4.3,0.068,0.559,3,40,0.9,7.1,0.271,1,0,3,1,4
dev,2000,60,senior,67.22,26,0.905,0.825,4.5,0.105,0.628,1,30,0.7,5.7,0.656,1,1,3,1,2
marketing,500,30,senior,57.06,6,0.959,0.992,4.17,0.095,0.758,0,30,0.4,5.0,-1.0,1,1,3,1,3
marketing,500,60,mid,44.66,35,0.865,0.712,4.11,0.172,0.558,0,20,1.5,3.8,-1.0,1,0,2,1,3
data,5000,14,senior,41.21,32,0.794,0.96,4.7,0.138,0.736,0,30,8.6,5.9,0.33,1,1,3,1,0
design,5000,90,senior,70.21,15,0.951,0.901,4.42,0.137,0.712,1,20,5.9,5.6,0.562,1,1,3,1,1
marketing,500,30,mid,16.92,3,0.844,0.666,3.67,0.206,0.595,0,10,4.4,4.4,0.646,1,1,2,0,3
data,2000,60,expert,104.5,23,0.941,0.681,4.82,0.034,0.908,30,20,11.1,7.6,-0.09,0,1,4,1,0
marketing,2000,60,mid,46.36,10,0.675,0.863,4.15,0.182,0.882,3,40,5.3,4.1,0.927,1,1,2,1,3
marketing,2000,30,expert,76.88,13,0.809,0.871,5.0,0.113,0.928,3,30,1.0,7.7,0.462,1,1,4,1,3
data,2000,60,mid,30.38,109,0.826,0.688,4.32,0.154,0.605,3,40,33.1,1.8,0.608,1,0,2,1,0
dev,500,30,senior,27.63,15,1.0,0.777,3.63,0.151,0.873,0,20,14.0,5.5,-0.21,1,0,3,1,2
dev,2000,60,senior,69.1,27,0.767,0.659,4.55,0.074,0.889,14,10,7.6,4.3,0.618,1,1,3,1,2
marketing,20000,7,junior,20.32,92,0.57,0.652,3.6,0.205,0.665,0,30,2.5,0.8,0.041,1,1,1,1,3
writing,1000,7,mid,35.92,23,0.639,0.935,3.96,0.108,0.616,0,20,8.1,4.8,0.563,1,1,2,1,4
marketing,2000,60,junior,12.16,26,0.672,0.732,2.8,0.17,0.514,1,10,5.2,2.0,0.243,1,1,1,1,3
writing,5000,30,junior,14.96,25,0.686,0.657,3.58,0.148,0.812,7,20,20.7,1.1,0.12,1,1,1,0,4
marketing,500,90,mid,33.08,71,0.832,0.691,4.32,0.127,0.705,0,10,5.2,5.4,-0.646,1,1,2,1,3
design,2000,7,mid,46.19,11,0.759,0.735,3.98,0.167,0.61,0,40,0.1,2.8,0.924,1,1,2,1,1
marketing,500,60,expert,96.13,13,0.889,0.816,4.78,0.013,0.926,0,40,0.1,7.6,-1.0,1,1,4,1,3
marketing,2000,30,senior,62.39,85,0.881,0.685,3.96,0.086,0.698,14,40,2.8,7.7,0.752,1,1,3,0,3
data,1000,60,senior,85.63,8,0.896,0.806,4.37,0.124,0.579,14,30,2.0,6.0,-1.0,1,1,3,1,0
dev,1000,60,mid,24.87,38,0.621,0.756,4.01,0.05,0.618,7,40,2.7,3.0,0.995,1,1,2,0,2
writing,500,30,mid,44.67,42,0.72,0.655,3.88,0.148,0.664,14,30,1.9,5.6,-1.0,1,0,2,0,4
writing,5000,60,junior,18.15,2,0.748,0.529,2.91,0.207,0.581,30,30,1.2,3.1,0.145,0,1,1,1,4
marketing,5000,30,junior,19.45,3,0.627,0.555,3.46,0.147,0.714,0,10,4.1,1.0,0.156,1,1,1,0,3
writing,2000,60,junior,18.77,18,0.573,0.642,3.05,0.174,0.518,30,30,3.2,2.5,0.375,0,0,1,1,4
design,1000,30,junior,21.46,59,0.504,0.601,2.94,0.203,0.343,0,20,10.3,0.1,0.858,1,1,1,0,1
design,2000,90,mid,38.68,67,0.804,0.448,4.13,0.209,0.734,7,20,6.4,3.0,0.774,1,1,2,1,1
design,5000,30,expert,110.14,65,0.91,0.934,4.98,0.018,0.949,0,20,11.7,7.8,0.881,1,1,4,1,1
design,1000,90,mid,36.26,86,0.729,0.761,3.46,0.124,0.86,7,20,4.2,3.7,0.55,1,1,2,1,1
dev,1000,30,mid,22.07,137,0.73,0.889,4.26,0.165,0.607,0,40,25.8,5.6,0.883,1,1,2,0,2
design,2000,60,junior,10.73,26,0.49,0.685,3.07,0.237,0.486,0,40,3.0,3.0,0.215,1,1,1,1,1
data,1000,30,mid,34.27,3,0.73,0.681,3.77,0.123,0.608,0,10,0.7,3.3,0.629,1,1,2,1,0
writing,500,90,junior,8.0,5,0.653,0.597,2.29,0.176,0.595,14,30,2.1,2.0,0.64,1,1,1,0,4
design,1000,30,senior,43.41,56,0.91,0.813,4.46,0.116,0.832,1,30,4.8,7.3,0.264,1,1,3,1,1
writing,10000,60,senior,53.42,69,0.716,0.728,4.44,0.147,0.843,14,20,1.2,6.3,0.214,1,1,3,1,4
design,2000,30,mid,51.16,70,0.906,0.566,3.68,0.158,0.51,1,20,0.6,3.1,0.977,1,0,2,0,1
design,500,60,mid,54.5,40,0.815,0.583,4.44,0.182,0.609,3,40,13.7,5.0,-1.0,1,1,2,0,1
marketing,1000,14,junior,8.0,11,0.706,0.857,3.45,0.14,0.514,0,30,0.7,2.1,0.32,1,1,1,1,3
design,2000,30,mid,17.48,99,0.865,0.623,3.79,0.12,0.784,3,30,13.8,4.6,0.35,1,1,2,0,1
design,1000,30,mid,28.05,10,0.899,0.708,4.02,0.182,0.726,1,30,9.8,4.5,0.878,1,1,2,1,1
writing,2000,60,mid,24.61,7,0.76,0.761,4.38,0.182,0.622,0,40,2.5,2.7,0.492,1,1,2,1,4
writing,1000,30,mid,24.92,186,0.945,0.646,4.05,0.132,0.642,14,40,3.3,2.3,0.997,1,1,2,1,4
data,10000,60,junior,10.08,91,0.646,0.553,2.84,0.2,0.504,7,30,6.1,1.0,0.04,1,1,1,0,0
design,2000,30,mid,36.69,5,0.957,0.829,3.65,0.146,0.714,3,30,10.0,3.9,0.734,1,1,2,1,1
design,500,60,mid,28.05,10,0.899,0.708,4.02,0.182,0.726,1,30,9.8,4.5,-0.244,1,1,2,1,1
marketing,5000,30,mid,16.92,3,0.844,0.666,3.67,0.206,0.595,0,10,4.4,4.4,0.135,1,1,2,1,3
data,5000,60,mid,42.22,0,0.0,0.0,0.0,0.0,0.0,7,40,0.2,4.4,0.338,1,0,2,1,0
marketing,1000,60,mid,24.93,33,0.672,0.761,3.83,0.165,0.651,0,30,14.3,4.7,0.997,1,1,2,0,3
data,1000,14,mid,39.86,20,0.873,0.721,4.24,0.139,0.69,7,10,3.4,3.9,0.406,0,1,2,0,0
writing,5000,14,junior,16.76,1,0.537,0.492,3.17,0.175,0.489,14,30,12.2,0.5,0.134,0,0,1,0,4
writing,5000,30,mid,15.31,13,0.671,0.823,4.17,0.171,0.697,3,40,11.4,3.1,0.122,1,1,2,1,4
writing,5000,60,senior,56.15,5,0.953,0.736,4.95,0.108,0.675,14,30,4.7,7.9,0.449,1,0,3,1,4
writing,5000,30,expert,78.05,200,1.0,0.913,4.72,0.0,0.849,0,30,0.8,8.3,0.624,1,1,4,1,4
design,2000,90,mid,49.72,0,0.0,0.0,0.0,0.0,0.0,3,30,1.5,3.7,0.994,1,1,2,0,1
data,2000,30,junior,18.03,7,0.721,0.679,3.28,0.232,0.693,7,20,7.9,3.3,0.361,1,1,1,1,0
design,1000,30,junior,13.2,17,0.799,0.789,3.9,0.229,0.488,7,20,0.5,2.8,0.528,1,1,1,1,1
dev,5000,60,expert,85.01,84,0.95,0.917,4.7,0.078,0.908,0,30,1.6,8.5,0.68,1,1,4,1,2
dev,2000,30,senior,61.85,19,0.866,0.845,4.25,0.107,0.947,0,20,12.0,5.6,0.763,1,1,3,0,2
writing,500,30,senior,85.95,8,0.636,0.724,4.18,0.152,0.808,0,30,7.3,4.4,-1.0,1,1,3,1,4
marketing,20000,60,mid,44.6,7,0.665,0.711,3.92,0.082,0.67,7,30,0.5,4.0,0.089,1,1,2,1,3
data,2000,7,mid,37.2,17,0.798,0.689,4.38,0.168,0.876,1,20,8.5,2.6,0.744,1,1,2,1,0
design,20000,14,senior,68.73,85,0.885,0.839,4.48,0.081,0.748,7,30,0.3,6.4,0.137,0,1,3,1,1
design,20000,90,mid,36.65,153,0.815,0.808,4.08,0.2,0.679,1,10,9.3,4.7,0.073,1,1,2,1,1
data,1000,60,junior,15.05,10,0.707,0.644,3.41,0.237,0.443,7,30,1.0,2.1,0.602,1,0,1,1,0
design,20000,90,expert,104.45,60,0.945,0.793,4.57,0.054,0.923,3,40,0.4,8.2,0.209,1,1,4,1,1
dev,20000,90,senior,28.15,12,0.87,0.747,4.1,0.158,0.824,1,40,15.4,4.3,0.056,1,1,3,1,2
design,10000,14,junior,17.77,3,0.695,0.555,3.89,0.219,0.415,0,30,0.3,2.9,0.071,1,1,1,1,1
design,5000,60,mid,21.7,116,0.775,0.774,4.26,0.079,0.579,3,30,0.4,5.4,0.174,1,1,2,1,1
data,500,14,junior,12.1,18,0.522,0.535,3.09,0.251,0.377,14,10,12.6,0.8,0.968,0,1,1,0,0
data,5000,90,mid,38.56,7,0.794,0.853,4.14,0.124,0.929,1,40,10.6,4.3,0.308,1,1,2,1,0
design,5000,14,mid,35.75,11,0.917,0.817,3.74,0.221,0.895,30,20,3.9,4.6,0.286,0,1,2,1,1
design,1000,30,mid,33.19,43,0.791,0.63,4.01,0.146,0.758,0,30,13.1,2.9,0.672,1,0,2,1,1
dev,10000,30,senior,35.11,25,0.902,0.931,4.53,0.11,0.939,1,20,12.7,7.3,0.14,1,1,3,1,2
data,5000,60,junior,18.43,12,0.734,0.566,2.95,0.195,0.662,3,20,2.9,2.1,0.147,1,1,1,0,0
data,20000,90,junior,19.88,12,0.667,0.439,2.97,0.146,0.604,0,10,3.6,2.3,0.04,1,1,1,0,0
design,500,7,junior,10.73,26,0.49,0.685,3.07,0.237,0.486,0,40,3.0,3.0,0.858,1,1,1,0,1
writing,10000,60,mid,31.7,7,0.81,0.736,3.72,0.195,0.479,0,20,1.8,4.3,0.127,1,1,2,1,4
dev,1000,60,mid,39.41,24,0.813,0.711,4.03,0.209,0.677,1,10,6.4,3.5,0.424,1,0,2,1,2
dev,2000,90,expert,64.32,104,0.979,0.926,4.11,0.03,0.945,1,40,3.1,8.9,0.714,1,1,4,0,2
data,500,30,mid,38.63,1,0.866,0.743,4.26,0.153,0.69,7,30,2.1,2.7,-1.0,1,1,2,1,0
data,500,60,mid,46.19,11,0.759,0.735,3.98,0.167,0.61,0,40,0.1,2.8,-1.0,1,0,2,0,0
dev,5000,7,junior,12.83,25,0.663,0.602,3.08,0.184,0.538,30,20,0.6,0.5,0.103,0,0,1,0,2
dev,500,90,junior,15.25,2,0.643,0.593,3.35,0.197,0.783,1,20,0.1,2.2,0.78,1,1,1,1,2
writing,1000,30,senior,85.26,8,0.922,0.858,4.82,0.131,0.726,7,40,0.7,5.4,-1.0,1,1,3,1,4
marketing,500,7,junior,18.77,18,0.573,0.642,3.05,0.174,0.518,30,30,3.2,2.5,0.498,0,1,1,1,3
data,500,30,senior,49.89,2,0.896,0.681,4.75,0.105,0.754,1,20,1.6,4.5,-1.0,1,1,3,0,0
dev,1000,30,junior,15.25,2,0.643,0.593,3.35,0.197,0.783,1,20,0.1,2.2,0.61,1,1,1,1,2
marketing,20000,60,expert,115.39,112,0.909,0.969,4.44,0.07,0.791,0,30,4.7,7.8,0.231,1,1,4,1,3
writing,5000,90,mid,34.49,28,0.778,0.791,4.09,0.157,0.759,14,40,1.9,3.8,0.276,1,1,2,1,4
marketing,500,30,junior,15.64,34,0.597,0.588,3.71,0.179,0.397,14,20,14.7,2.6,0.749,1,1,1,1,3
dev,2000,60,senior,35.11,25,0.902,0.931,4.53,0.11,0.939,1,20,12.7,7.3,0.702,1,1,3,1,2
design,1000,60,expert,106.57,17,0.858,0.98,4.77,0.052,0.949,0,20,0.4,7.9,-1.0,1,1,4,1,1
dev,1000,14,mid,29.79,35,0.753,0.804,4.16,0.151,0.681,3,40,17.5,3.8,0.808,1,0,2,1,2
writing,1000,30,senior,29.47,116,0.814,0.813,3.8,0.09,0.877,0,40,3.3,5.3,0.821,1,0,3,1,4
writing,5000,30,junior,13.85,1,0.67,0.557,4.12,0.193,0.624,0,30,3.7,3.3,0.111,1,1,1,1,4
marketing,10000,30,mid,29.48,67,0.794,0.747,4.1,0.223,0.626,3,20,2.5,3.7,0.118,1,0,2,0,3
dev,1000,60,junior,8.49,13,0.613,0.639,3.52,0.175,0.566,3,10,9.3,1.5,0.34,1,0,1,1,2
marketing,500,90,junior,18.77,18,0.573,0.642,3.05,0.174,0.518,30,30,3.2,2.5,0.498,1,1,1,1,3
writing,5000,14,senior,87.16,72,0.897,1.0,5.0,0.058,0.611,1,40,1.1,6.8,0.697,1,1,3,1,4
data,1000,30,junior,12.66,32,0.669,0.444,3.38,0.225,0.351,1,30,30.8,2.4,0.506,1,1,1,1,0
